                         	artichoke	ruby-lipped cattleya	frangipani	pink-yellow dahlia?	buttercup	orange dahlia	red ginger	desert-rose	hippeastrum	sword lily	pelargonium	siam tulip	camellia	snapdragon	osteospermum	blanket flower	alpine sea holly	garden phlox	foxglove	japanese anemone	tree poppy	sweet pea	grape hyacinth	morning glory	king protea	thorn apple	bee balm	wild pansy	bolero deep blue	bougainvillea	peruvian lily	yellow iris	bearded iris	fritillary	black-eyed susan	stemless gentian	common dandelion	clematis	primula	bromelia	great masterwort	fire lily	lotus	english marigold	colt's foot	monkshood	spear thistle	gazania	water lily	canterbury bells	bird of paradise	tree mallow	globe thistle	californian poppy	moon orchid	mexican petunia	balloon flower	poinsettia	pincushion flower	barbeton daisy	marigold	hard-leaved pocket orchid	toad lily	mexican aster	columbine	oxeye daisy	magnolia	azalea	blackberry lily	silverbush	canna lily	passion flower	cyclamen	sunflower	petunia	daffodil	geranium	watercress	mallow	prince of wales feathers	purple coneflower	cautleya spicata	trumpet creeper	gaura	giant white arum lily	bishop of llandaff	hibiscus	ball moss	anthurium	cape flower	wallflower	love in the mist	carnation	sweet william	spring crocus	tiger lily	pink primrose	rose	globe-flower	lenten rose	windflower	corn poppy
artichoke                	6.0      	2.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	1.0       	0.0        	0.0       	0.0     	0.0       	0.0         	0.0           	1.0             	0.0         	2.0     	0.0             	0.0       	1.0      	1.0           	1.0          	0.0        	0.0        	0.0     	0.0       	1.0             	0.0          	1.0          	0.0        	0.0         	2.0       	0.0             	0.0             	0.0             	1.0     	1.0    	1.0     	1.0             	0.0      	1.0  	0.0             	0.0        	1.0      	2.0          	0.0    	0.0       	1.0             	0.0             	1.0        	3.0          	0.0              	0.0        	3.0            	1.0           	0.0       	1.0              	0.0           	0.0     	0.0                      	0.0      	1.0          	0.0      	0.0        	0.0     	0.0   	0.0            	0.0       	0.0       	5.0           	1.0     	0.0      	1.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	0.0 	0.0         	1.0        	0.0       	0.0       
ruby-lipped cattleya     	0.0      	12.0                	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	2.0       	0.0        	1.0       	0.0     	0.0       	1.0         	0.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	1.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	0.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	2.0            	0.0           	0.0       	0.0              	0.0           	0.0     	1.0                      	0.0      	0.0          	1.0      	0.0        	1.0     	1.0   	0.0            	0.0       	0.0       	0.0           	3.0     	0.0      	0.0    	0.0     	0.0     	0.0       	1.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	1.0      	0.0        	0.0       	0.0             	1.0      	3.0          	0.0          	0.0       	0.0          	2.0 	0.0         	0.0        	0.0       	0.0       
frangipani               	0.0      	0.0                 	12.0      	0.0                	0.0      	0.0          	0.0       	0.0        	1.0        	5.0       	0.0        	0.0       	1.0     	1.0       	0.0         	0.0           	0.0             	0.0         	2.0     	0.0             	1.0       	0.0      	0.0           	0.0          	1.0        	1.0        	0.0     	2.0       	0.0             	0.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	0.0     	2.0    	0.0     	0.0             	0.0      	0.0  	0.0             	0.0        	0.0      	0.0          	0.0    	4.0       	0.0             	1.0             	0.0        	0.0          	0.0              	1.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	3.0                      	0.0      	0.0          	3.0      	0.0        	1.0     	0.0   	0.0            	0.0       	0.0       	0.0           	2.0     	0.0      	6.0    	0.0     	0.0     	1.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	1.0  	1.0                  	0.0               	2.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	1.0 	0.0         	0.0        	1.0       	0.0       
pink-yellow dahlia?      	0.0      	0.0                 	6.0       	27.0               	0.0      	1.0          	1.0       	0.0        	1.0        	0.0       	0.0        	0.0       	1.0     	0.0       	0.0         	1.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	3.0        	0.0        	0.0     	1.0       	0.0             	1.0          	1.0          	2.0        	0.0         	0.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	2.0      	0.0  	0.0             	1.0        	0.0      	0.0          	0.0    	4.0       	0.0             	6.0             	0.0        	0.0          	3.0              	0.0        	0.0            	0.0           	0.0       	0.0              	2.0           	0.0     	0.0                      	0.0      	0.0          	1.0      	0.0        	0.0     	0.0   	3.0            	0.0       	2.0       	2.0           	0.0     	0.0      	5.0    	0.0     	3.0     	1.0       	0.0   	0.0                     	0.0              	0.0             	1.0            	1.0  	1.0                  	0.0               	2.0     	0.0      	3.0      	0.0        	0.0       	0.0             	2.0      	0.0          	0.0          	0.0       	0.0          	3.0 	0.0         	0.0        	0.0       	0.0       
buttercup                	0.0      	0.0                 	0.0       	0.0                	10.0     	0.0          	0.0       	0.0        	0.0        	0.0       	0.0        	0.0       	0.0     	0.0       	0.0         	0.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	0.0             	1.0          	1.0          	1.0        	0.0         	0.0       	1.0             	0.0             	6.0             	0.0     	1.0    	2.0     	0.0             	0.0      	0.0  	3.0             	5.0        	0.0      	0.0          	0.0    	1.0       	0.0             	1.0             	0.0        	0.0          	7.0              	0.0        	0.0            	0.0           	0.0       	0.0              	2.0           	3.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	2.0     	1.0   	0.0            	0.0       	1.0       	0.0           	0.0     	1.0      	0.0    	5.0     	0.0     	3.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	1.0     	0.0      	0.0      	0.0        	4.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	2.0 	1.0         	0.0        	0.0       	0.0       
orange dahlia            	0.0      	0.0                 	0.0       	0.0                	0.0      	23.0         	1.0       	0.0        	0.0        	0.0       	0.0        	0.0       	1.0     	1.0       	0.0         	0.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	0.0             	1.0          	1.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	0.0  	1.0             	0.0        	0.0      	0.0          	1.0    	0.0       	0.0             	1.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	0.0   	1.0            	0.0       	1.0       	0.0           	0.0     	0.0      	2.0    	0.0     	2.0     	1.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	1.0     	0.0      	1.0      	0.0        	15.0      	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	0.0 	0.0         	0.0        	0.0       	1.0       
red ginger               	0.0      	0.0                 	0.0       	1.0                	0.0      	0.0          	8.0       	0.0        	0.0        	0.0       	0.0        	0.0       	2.0     	0.0       	0.0         	4.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	3.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	0.0     	0.0    	2.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	5.0       	0.0             	0.0             	1.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	1.0      	0.0          	0.0      	0.0        	0.0     	1.0   	1.0            	0.0       	0.0       	0.0           	0.0     	0.0      	1.0    	0.0     	1.0     	1.0       	1.0   	2.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	1.0      	0.0        	1.0       	0.0             	0.0      	0.0          	0.0          	2.0       	0.0          	5.0 	0.0         	0.0        	0.0       	3.0       
desert-rose              	0.0      	1.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	4.0        	0.0        	1.0       	0.0        	0.0       	3.0     	2.0       	0.0         	0.0           	0.0             	1.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	1.0        	0.0        	0.0     	0.0       	0.0             	1.0          	1.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	0.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	3.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	1.0   	0.0            	0.0       	0.0       	0.0           	4.0     	0.0      	3.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	2.0     	0.0      	1.0      	0.0        	0.0       	0.0             	0.0      	2.0          	0.0          	0.0       	0.0          	1.0 	0.0         	0.0        	0.0       	0.0       
hippeastrum              	0.0      	0.0                 	4.0       	0.0                	0.0      	0.0          	0.0       	0.0        	31.0       	6.0       	1.0        	0.0       	2.0     	2.0       	0.0         	2.0           	0.0             	0.0         	8.0     	1.0             	4.0       	3.0      	1.0           	0.0          	0.0        	1.0        	1.0     	0.0       	0.0             	1.0          	0.0          	0.0        	1.0         	0.0       	0.0             	0.0             	0.0             	1.0     	3.0    	0.0     	1.0             	0.0      	2.0  	0.0             	2.0        	0.0      	1.0          	0.0    	0.0       	0.0             	2.0             	2.0        	0.0          	0.0              	0.0        	0.0            	0.0           	3.0       	1.0              	2.0           	0.0     	2.0                      	0.0      	0.0          	3.0      	0.0        	0.0     	1.0   	0.0            	2.0       	0.0       	2.0           	1.0     	1.0      	5.0    	0.0     	0.0     	3.0       	0.0   	0.0                     	4.0              	2.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	1.0      	1.0      	1.0        	0.0       	0.0             	3.0      	3.0          	0.0          	0.0       	0.0          	2.0 	0.0         	5.0        	1.0       	0.0       
sword lily               	0.0      	0.0                 	3.0       	3.0                	0.0      	0.0          	0.0       	0.0        	0.0        	6.0       	0.0        	0.0       	0.0     	1.0       	0.0         	0.0           	0.0             	0.0         	0.0     	0.0             	1.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	1.0             	3.0          	2.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	0.0     	1.0    	0.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	0.0              	1.0           	0.0     	1.0                      	0.0      	1.0          	1.0      	0.0        	1.0     	0.0   	1.0            	0.0       	1.0       	0.0           	0.0     	0.0      	2.0    	0.0     	0.0     	4.0       	0.0   	0.0                     	1.0              	0.0             	2.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	1.0      	0.0        	1.0       	0.0             	0.0      	0.0          	0.0          	1.0       	0.0          	0.0 	0.0         	1.0        	0.0       	0.0       
pelargonium              	3.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	1.0        	0.0        	2.0       	21.0       	2.0       	0.0     	0.0       	1.0         	0.0           	1.0             	0.0         	2.0     	0.0             	0.0       	2.0      	0.0           	4.0          	0.0        	0.0        	0.0     	1.0       	1.0             	0.0          	0.0          	0.0        	0.0         	3.0       	0.0             	0.0             	0.0             	2.0     	0.0    	0.0     	2.0             	0.0      	4.0  	0.0             	0.0        	0.0      	1.0          	0.0    	2.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	1.0            	1.0           	0.0       	1.0              	0.0           	0.0     	0.0                      	0.0      	1.0          	2.0      	0.0        	1.0     	0.0   	0.0            	1.0       	0.0       	16.0          	3.0     	0.0      	2.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	2.0              	1.0             	0.0            	3.0  	0.0                  	0.0               	0.0     	1.0      	0.0      	1.0        	0.0       	3.0             	0.0      	0.0          	0.0          	0.0       	1.0          	1.0 	0.0         	0.0        	0.0       	0.0       
siam tulip               	1.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	0.0       	0.0        	3.0       	0.0     	3.0       	0.0         	0.0           	0.0             	0.0         	1.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	2.0        	0.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	2.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	5.0  	0.0             	0.0        	0.0      	0.0          	0.0    	1.0       	0.0             	0.0             	1.0        	1.0          	0.0              	0.0        	1.0            	0.0           	0.0       	2.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	0.0   	0.0            	0.0       	0.0       	0.0           	7.0     	0.0      	0.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	1.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	2.0        	0.0       	0.0             	1.0      	0.0          	2.0          	0.0       	0.0          	4.0 	0.0         	0.0        	0.0       	0.0       
camellia                 	0.0      	0.0                 	2.0       	0.0                	0.0      	0.0          	0.0       	0.0        	1.0        	2.0       	0.0        	0.0       	4.0     	0.0       	0.0         	0.0           	0.0             	0.0         	1.0     	1.0             	3.0       	1.0      	0.0           	0.0          	0.0        	2.0        	0.0     	2.0       	0.0             	2.0          	3.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	1.0     	0.0    	0.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	5.0       	0.0             	0.0             	2.0        	0.0          	0.0              	0.0        	1.0            	0.0           	5.0       	0.0              	6.0           	0.0     	2.0                      	0.0      	1.0          	0.0      	6.0        	0.0     	1.0   	0.0            	1.0       	0.0       	4.0           	0.0     	0.0      	7.0    	0.0     	1.0     	1.0       	0.0   	0.0                     	1.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	6.0     	0.0      	4.0      	1.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	10.0	0.0         	0.0        	1.0       	0.0       
snapdragon               	0.0      	0.0                 	3.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	1.0       	0.0        	0.0       	0.0     	1.0       	0.0         	1.0           	0.0             	0.0         	1.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	0.0             	3.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	2.0             	0.0      	0.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	0.0             	0.0             	0.0        	0.0          	0.0              	1.0        	0.0            	0.0           	2.0       	0.0              	1.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	3.0     	0.0   	0.0            	0.0       	1.0       	0.0           	2.0     	0.0      	1.0    	0.0     	0.0     	1.0       	2.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	1.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	2.0 	0.0         	1.0        	0.0       	0.0       
osteospermum             	1.0      	1.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	0.0       	1.0        	0.0       	0.0     	0.0       	18.0        	0.0           	0.0             	0.0         	1.0     	0.0             	0.0       	0.0      	0.0           	2.0          	0.0        	0.0        	0.0     	0.0       	1.0             	5.0          	0.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	6.0     	1.0    	0.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	1.0             	0.0             	3.0        	0.0          	0.0              	0.0        	3.0            	0.0           	0.0       	0.0              	1.0           	0.0     	0.0                      	0.0      	1.0          	0.0      	0.0        	0.0     	3.0   	0.0            	0.0       	0.0       	1.0           	2.0     	0.0      	8.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	1.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	3.0          	1.0          	0.0       	0.0          	0.0 	0.0         	0.0        	0.0       	0.0       
blanket flower           	0.0      	0.0                 	1.0       	1.0                	0.0      	1.0          	0.0       	1.0        	0.0        	2.0       	0.0        	0.0       	1.0     	0.0       	0.0         	3.0           	0.0             	0.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	2.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	0.0  	0.0             	0.0        	0.0      	1.0          	1.0    	0.0       	0.0             	0.0             	0.0        	0.0          	1.0              	0.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	0.0   	2.0            	0.0       	0.0       	1.0           	0.0     	0.0      	0.0    	0.0     	0.0     	2.0       	1.0   	1.0                     	2.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	1.0     	0.0      	0.0      	0.0        	4.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	0.0 	0.0         	0.0        	0.0       	1.0       
alpine sea holly         	0.0      	0.0                 	2.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	0.0       	2.0        	0.0       	0.0     	0.0       	1.0         	0.0           	8.0             	0.0         	1.0     	0.0             	0.0       	0.0      	1.0           	2.0          	0.0        	0.0        	0.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	1.0       	0.0             	4.0             	0.0             	1.0     	0.0    	0.0     	2.0             	0.0      	0.0  	0.0             	0.0        	4.0      	0.0          	0.0    	1.0       	2.0             	0.0             	0.0        	1.0          	0.0              	0.0        	0.0            	1.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	1.0      	0.0          	1.0      	0.0        	0.0     	0.0   	0.0            	1.0       	0.0       	10.0          	1.0     	0.0      	1.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	1.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	1.0        	0.0       	2.0             	0.0      	0.0          	1.0          	0.0       	0.0          	0.0 	0.0         	1.0        	1.0       	0.0       
garden phlox             	2.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	1.0       	0.0        	0.0       	1.0     	0.0       	2.0         	0.0           	0.0             	4.0         	0.0     	0.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	0.0             	3.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	2.0     	0.0    	0.0     	0.0             	0.0      	0.0  	0.0             	0.0        	0.0      	0.0          	0.0    	1.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	1.0      	0.0        	0.0     	1.0   	0.0            	0.0       	0.0       	1.0           	2.0     	0.0      	2.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	2.0              	0.0             	0.0            	1.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	2.0          	0.0          	0.0       	0.0          	2.0 	0.0         	1.0        	0.0       	0.0       
foxglove                 	0.0      	1.0                 	1.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	4.0       	0.0        	0.0       	0.0     	3.0       	0.0         	1.0           	0.0             	0.0         	18.0    	1.0             	0.0       	0.0      	0.0           	0.0          	0.0        	0.0        	0.0     	0.0       	1.0             	1.0          	3.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	2.0     	1.0    	0.0     	2.0             	0.0      	0.0  	0.0             	0.0        	1.0      	0.0          	0.0    	0.0       	1.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	1.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	0.0   	0.0            	0.0       	0.0       	1.0           	7.0     	0.0      	1.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	2.0              	1.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	6.0        	0.0       	0.0             	0.0      	1.0          	0.0          	0.0       	0.0          	1.0 	0.0         	5.0        	0.0       	0.0       
japanese anemone         	0.0      	1.0                 	1.0       	0.0                	0.0      	0.0          	1.0       	0.0        	0.0        	0.0       	2.0        	1.0       	1.0     	2.0       	2.0         	0.0           	0.0             	1.0         	4.0     	2.0             	0.0       	0.0      	0.0           	1.0          	0.0        	4.0        	0.0     	1.0       	0.0             	2.0          	0.0          	0.0        	0.0         	4.0       	0.0             	0.0             	0.0             	1.0     	0.0    	0.0     	2.0             	0.0      	4.0  	0.0             	0.0        	0.0      	1.0          	0.0    	4.0       	0.0             	1.0             	0.0        	0.0          	0.0              	0.0        	0.0            	3.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	1.0      	0.0          	2.0      	0.0        	0.0     	0.0   	0.0            	1.0       	0.0       	9.0           	3.0     	0.0      	3.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	2.0              	0.0             	0.0            	1.0  	0.0                  	0.0               	1.0     	1.0      	0.0      	5.0        	0.0       	3.0             	0.0      	0.0          	0.0          	0.0       	2.0          	2.0 	0.0         	0.0        	1.0       	0.0       
tree poppy               	0.0      	2.0                 	4.0       	0.0                	0.0      	0.0          	0.0       	0.0        	1.0        	1.0       	0.0        	0.0       	1.0     	0.0       	0.0         	0.0           	0.0             	0.0         	0.0     	0.0             	7.0       	0.0      	0.0           	1.0          	0.0        	1.0        	0.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	1.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	1.0             	0.0      	3.0  	0.0             	0.0        	0.0      	0.0          	0.0    	4.0       	0.0             	0.0             	0.0        	0.0          	1.0              	1.0        	0.0            	0.0           	1.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	0.0   	0.0            	0.0       	0.0       	3.0           	0.0     	0.0      	2.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	1.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	2.0     	0.0      	0.0      	0.0        	0.0       	0.0             	1.0      	0.0          	1.0          	0.0       	2.0          	0.0 	0.0         	0.0        	4.0       	0.0       
sweet pea                	0.0      	2.0                 	1.0       	0.0                	0.0      	0.0          	0.0       	2.0        	1.0        	1.0       	0.0        	0.0       	0.0     	0.0       	1.0         	0.0           	0.0             	2.0         	4.0     	0.0             	0.0       	6.0      	0.0           	0.0          	0.0        	1.0        	0.0     	0.0       	0.0             	0.0          	2.0          	0.0        	0.0         	0.0       	0.0             	0.0             	0.0             	1.0     	0.0    	0.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	0.0             	0.0             	0.0        	0.0          	0.0              	1.0        	0.0            	0.0           	0.0       	1.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	1.0   	0.0            	1.0       	0.0       	1.0           	3.0     	0.0      	2.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	1.0  	0.0                  	0.0               	2.0     	0.0      	0.0      	0.0        	0.0       	0.0             	2.0      	0.0          	1.0          	0.0       	0.0          	0.0 	0.0         	2.0        	0.0       	0.0       
grape hyacinth           	0.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	1.0       	0.0        	0.0       	0.0     	0.0       	0.0         	0.0           	0.0             	0.0         	2.0     	0.0             	0.0       	0.0      	1.0           	7.0          	0.0        	1.0        	0.0     	0.0       	0.0             	1.0          	0.0          	0.0        	0.0         	0.0       	0.0             	4.0             	0.0             	2.0     	0.0    	0.0     	0.0             	1.0      	0.0  	0.0             	0.0        	2.0      	0.0          	0.0    	0.0       	0.0             	1.0             	0.0        	0.0          	0.0              	0.0        	1.0            	3.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	1.0      	0.0        	1.0     	0.0   	0.0            	0.0       	0.0       	3.0           	0.0     	0.0      	1.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	0.0        	0.0       	3.0             	0.0      	0.0          	1.0          	0.0       	0.0          	0.0 	0.0         	0.0        	0.0       	0.0       
morning glory            	0.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	0.0        	0.0        	0.0       	0.0        	0.0       	0.0     	0.0       	3.0         	0.0           	0.0             	0.0         	3.0     	0.0             	0.0       	0.0      	0.0           	15.0         	0.0        	1.0        	0.0     	0.0       	0.0             	0.0          	0.0          	0.0        	0.0         	0.0       	0.0             	1.0             	0.0             	0.0     	1.0    	0.0     	0.0             	0.0      	1.0  	0.0             	0.0        	0.0      	0.0          	0.0    	0.0       	1.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	1.0              	1.0           	0.0     	0.0                      	0.0      	0.0          	0.0      	0.0        	0.0     	1.0   	0.0            	0.0       	0.0       	3.0           	0.0     	0.0      	2.0    	0.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	0.0  	0.0                  	0.0               	0.0     	0.0      	0.0      	0.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	1.0          	0.0 	0.0         	0.0        	0.0       	0.0       
king protea              	0.0      	0.0                 	0.0       	0.0                	0.0      	0.0          	0.0       	2.0        	0.0        	1.0       	0.0        	1.0       	0.0     	1.0       	0.0         	0.0           	0.0             	0.0         	1.0     	0.0             	0.0       	0.0      	0.0           	0.0          	4.0        	1.0        	0.0     	1.0       	0.0             	0.0          	0.0          	0.0        	0.0         	2.0       	0.0             	0.0             	0.0             	0.0     	0.0    	0.0     	0.0             	0.0      	2.0  	0.0             	0.0        	0.0      	0.0          	0.0    	6.0       	0.0             	0.0             	0.0        	0.0          	0.0              	0.0        	0.0            	0.0           	0.0       	0.0              	0.0           	0.0     	0.0                      	0.0      	0.0          	1.0      	0.0        	0.0     	0.0   	0.0            	1.0       	0.0       	0.0           	0.0     	0.0      	0.0    	1.0     	0.0     	0.0       	0.0   	0.0                     	0.0              	0.0             	0.0            	2.0  	0.0                  	0.0               	0.0     	1.0      	2.0      	3.0        	0.0       	0.0             	0.0      	0.0          	0.0          	0.0       	0.0          	1.0 	0.0         	0.0        	0.0       	0.0       
